Zeit,PV(W),SOC(%),Batterie(W),Zähler(W),Last(W)
2023-01-08 09:15:00,5472.58,100,96.21,5401,167.79
2023-01-08 09:20:00,6080.95,100,128.24,6033,176.19
2023-01-08 09:25:00,5647.94,100,128.24,5655,121.18
2023-01-08 09:30:00,5488.13,100,96.18,5358,226.31
2023-01-08 09:35:00,5900.59,100,128.24,5722,306.83
2023-01-08 09:40:00,6213.44,100,96.18,6105,204.62
2023-01-08 09:45:00,6761.58,100,96.18,6533,324.76
2023-01-08 09:50:00,6778.55,100,96.18,6545,329.73
2023-01-08 09:55:00,6803.73,100,128.24,6627,304.97
2023-01-08 10:00:00,6976.77,100,128.24,6773,332.01
2023-01-08 10:05:00,7122.9,100,160.3,6913,370.2
2023-01-08 10:10:00,7943.64,100,160.25,7884,219.89
2023-01-08 10:15:00,8443.84,100,160.25,8316,288.09
2023-01-08 10:20:00,8896.77,100,128.2,8706,318.97
2023-01-08 10:25:00,9592.24,100,128.2,9536,184.44
2023-01-08 10:30:00,8504.22,100,160.25,8366,298.47
2023-01-08 10:35:00,8351.29,100,128.2,8336,143.49
2023-01-08 10:40:00,9813.22,100,160.25,9711,262.47
2023-01-08 10:45:00,9600.68,100,128.2,9549,179.88
2023-01-08 10:50:00,10210.98,100,128.2,10100,239.18
2023-01-08 10:55:00,10178.18,100,160.25,10083,255.43
2023-01-08 11:00:00,9845.4,100,128.2,9827,146.6
2023-01-08 11:05:00,11178.45,100,128.2,11113,193.65
2023-01-08 11:10:00,10033.27,100,128.2,10035,126.47
2023-01-08 11:15:00,11399.98,100,128.2,11415,113.18
2023-01-08 11:20:00,11622.59,100,128.2,11575,175.79
2023-01-08 11:25:00,12026.1,100,128.16,11992,162.26
2023-01-08 11:30:00,11794.0,100,128.16,11844,78.16
2023-01-08 11:35:00,10578.1,100,128.16,10666,40.26
2023-01-08 11:40:00,12012.89,100,128.16,12081,60.05
2023-01-08 11:45:00,11249.43,100,160.2,11302,107.63
2023-01-08 11:50:00,11400.0,100,128.16,11467,61.16
2023-01-08 11:55:00,11270.14,100,128.16,11369,29.3
2023-01-08 12:00:00,10862.55,100,96.12,10913,45.67
2023-01-08 12:05:00,11304.44,100,128.16,11366,66.6
2023-01-08 12:10:00,10680.91,100,128.16,10709,100.07
2023-01-08 12:15:00,8002.71,100,128.16,8207,0.0
2023-01-08 12:20:00,8577.64,100,96.12,8825,0.0
2023-01-08 12:25:00,7910.05,100,96.12,8106,0.0
2023-01-08 12:30:00,7588.89,100,128.16,7803,0.0
2023-01-08 12:35:00,9369.75,100,96.12,9637,0.0
2023-01-08 12:40:00,6531.14,100,96.12,6803,0.0
2023-01-08 12:45:00,9168.25,100,128.16,9141,155.41
2023-01-08 12:50:00,9889.65,100,128.16,9983,34.81
2023-01-08 12:55:00,10085.21,100,128.16,10106,107.37
2023-01-08 13:00:00,12507.46,100,128.16,12492,143.62
2023-01-08 13:05:00,12572.14,100,128.16,12585,115.3
2023-01-08 13:10:00,12197.15,100,128.12,12136,189.27
2023-01-08 13:15:00,12112.08,100,96.09,12148,60.17
2023-01-08 13:20:00,11410.91,100,96.09,11507,0.0
2023-01-08 13:25:00,11405.48,100,96.09,11486,15.57
2023-01-08 13:30:00,12461.38,100,128.12,12522,67.5
2023-01-08 13:35:00,10954.64,100,128.12,11105,0.0
2023-01-08 13:40:00,10825.06,100,96.09,10843,78.15
2023-01-08 13:45:00,10349.01,100,96.09,10107,338.1
2023-01-08 13:50:00,10908.0,100,128.12,10899,137.12
2023-01-08 13:55:00,10322.0,100,96.09,10359,59.09
2023-01-08 14:00:00,12226.6,100,96.09,12250,72.69
2023-01-08 14:05:00,11837.0,100,96.09,11822,111.09
2023-01-08 14:10:00,11657.77,100,128.12,11662,123.89
2023-01-08 14:15:00,10207.19,100,96.09,10190,113.28
2023-01-08 14:20:00,11308.14,100,128.12,11298,138.26
2023-01-08 14:25:00,10648.75,100,96.09,10592,152.84
2023-01-08 14:30:00,10734.34,100,96.09,10735,95.43
2023-01-08 14:35:00,10780.92,100,96.09,10766,111.01
2023-01-08 14:40:00,10231.34,100,128.12,10250,109.46
2023-01-08 14:45:00,10092.19,100,96.09,10131,57.28
2023-01-08 14:50:00,10039.68,100,96.09,9876,259.77
2023-01-08 14:55:00,9748.56,100,96.09,9717,127.65
2023-01-08 15:00:00,9543.42,100,96.09,9603,36.51
2023-01-08 15:05:00,9418.7,100,96.09,9448,66.79
2023-01-08 15:10:00,9257.64,100,96.09,9328,25.73
2023-01-08 15:15:00,9132.63,100,96.09,9167,61.72
2023-01-08 15:20:00,8928.21,100,96.09,9114,0.0
2023-01-08 15:25:00,9022.86,100,96.09,9183,0.0
2023-01-08 15:30:00,9163.29,100,96.09,9286,0.0
2023-01-08 15:35:00,3094.61,100,96.09,3399,0.0
2023-01-08 15:40:00,8257.12,100,128.12,8570,0.0
2023-01-08 15:45:00,6326.34,100,96.09,6631,0.0
2023-01-08 15:50:00,9432.32,100,96.09,9552,0.0
2023-01-08 15:55:00,8684.86,100,96.09,8954,0.0
2023-01-08 16:00:00,6796.42,100,96.09,6997,0.0
2023-01-08 16:05:00,7312.64,100,128.12,7475,0.0
2023-01-08 16:10:00,7144.54,100,128.08,7279,0.0
2023-01-08 16:15:00,7034.12,100,96.06,7204,0.0
2023-01-08 16:20:00,5669.41,100,96.06,5859,0.0
2023-01-08 16:25:00,5868.9,100,96.06,6057,0.0
2023-01-08 16:30:00,6192.46,100,128.08,6298,22.54
2023-01-08 16:35:00,7004.61,100,128.08,7152,0.0
2023-01-08 16:40:00,5386.3,100,128.08,5599,0.0
2023-01-08 16:45:00,5822.05,100,128.08,6001,0.0
2023-01-08 16:50:00,4534.65,100,128.08,4677,0.0
2023-01-08 16:55:00,5083.87,100,128.08,5169,42.95
2023-01-08 17:00:00,5032.21,100,160.1,5122,70.31
2023-01-08 17:05:00,6140.59,100,160.1,6291,9.69
2023-01-08 17:10:00,5916.34,100,128.08,6021,23.42
2023-01-08 17:15:00,2189.14,100,128.08,2208,109.22
2023-01-08 17:20:00,2193.18,100,128.08,2209,112.26
2023-01-08 17:25:00,2121.74,100,128.08,2056,193.82
2023-01-08 17:30:00,1748.43,100,128.08,1730,146.51
2023-01-08 17:35:00,1915.01,100,96.06,1933,78.07
2023-01-08 17:40:00,2251.92,100,96.06,2148,199.98
2023-01-08 17:45:00,2266.95,100,96.06,2203,160.01
2023-01-08 17:50:00,1488.15,100,96.06,1464,120.21
2023-01-08 17:55:00,1484.72,100,96.06,1441,139.78
2023-01-08 18:00:00,1736.72,100,96.06,1712,120.78
2023-01-08 18:05:00,1799.85,100,96.06,1790,105.91
2023-01-08 18:10:00,1723.46,100,96.06,1749,70.52
2023-01-08 18:15:00,1191.24,100,64.04,1240,15.28
2023-01-08 18:20:00,1475.03,100,96.06,1445,126.09
2023-01-08 18:25:00,1313.0,100,64.04,1342,35.04
2023-01-08 18:30:00,868.26,100,96.06,957,7.32
2023-01-08 18:35:00,747.42,100,96.06,778,65.48
2023-01-08 18:40:00,444.52,100,96.06,507,33.58
2023-01-08 18:45:00,296.46,100,64.04,352,8.5
2023-01-08 18:50:00,195.76,100,96.06,224,67.82
2023-01-08 18:55:00,48.54,100,96.06,123,21.6
2023-01-08 19:00:00,0.0,100,64.04,56,8.04
2023-01-08 19:05:00,0.0,100,64.04,56,8.04
2023-01-08 19:10:00,0.0,100,96.06,-86,182.06
2023-01-08 19:15:00,0.0,100,96.06,-93,189.06
2023-01-08 19:20:00,0.0,100,64.02,-134,198.02
2023-01-08 19:25:00,0.0,100,64.02,-138,202.02
2023-01-08 19:30:00,0.0,100,223.51,6,217.51
2023-01-08 19:35:00,0.0,100,223.16,6,217.16
2023-01-08 19:40:00,0.0,100,254.96,-5,259.96
2023-01-08 19:45:00,0.0,99,222.95,9,213.95
2023-01-08 19:50:00,0.0,99,222.95,-1,223.95
2023-01-08 19:55:00,0.0,99,222.95,-13,235.95
2023-01-08 20:00:00,0.0,99,254.8,24,230.8
2023-01-08 20:05:00,0.0,99,222.95,15,207.95
2023-01-08 20:10:00,0.0,99,254.8,9,245.8
2023-01-08 20:15:00,0.0,98,254.8,9,245.8
2023-01-08 20:20:00,0.0,98,254.8,9,245.8
2023-01-08 20:25:00,0.0,98,254.8,24,230.8
2023-01-08 20:30:00,0.0,98,254.8,-10,264.8
2023-01-08 20:35:00,0.0,98,286.65,14,272.65
2023-01-08 20:40:00,0.0,98,254.88,-4,258.88
2023-01-08 20:45:00,0.0,97,286.74,24,262.74
2023-01-08 20:50:00,0.0,97,254.88,-14,268.88
2023-01-08 20:55:00,0.0,97,254.88,7,247.88
2023-01-08 21:00:00,0.0,97,254.88,-13,267.88
2023-01-08 21:05:00,0.0,97,254.88,-9,263.88
2023-01-08 21:10:00,0.0,97,286.74,13,273.74
2023-01-08 21:15:00,0.0,97,286.74,-6,292.74
2023-01-08 21:20:00,0.0,97,254.88,-19,273.88
2023-01-08 21:25:00,0.0,97,318.6,9,309.6
2023-01-08 21:30:00,0.0,96,254.88,-8,262.88
2023-01-08 21:35:00,0.0,96,286.74,8,278.74
2023-01-08 21:40:00,0.0,96,286.74,-1,287.74
2023-01-08 21:45:00,0.0,96,350.13,-17,367.13
2023-01-08 21:50:00,0.0,96,350.02,-22,372.02
2023-01-08 21:55:00,0.0,95,603.44,-33,636.44
2023-01-08 22:00:00,0.0,95,350.02,-20,370.02
2023-01-08 22:05:00,0.0,95,350.02,-3,353.02
2023-01-08 22:10:00,0.0,95,413.79,30,383.79
2023-01-08 22:15:00,0.0,94,381.96,13,368.96
2023-01-08 22:20:00,0.0,94,381.96,18,363.96
2023-01-08 22:25:00,0.0,94,381.96,27,354.96
2023-01-08 22:30:00,0.0,94,350.13,-26,376.13
2023-01-08 22:35:00,0.0,93,381.96,23,358.96
2023-01-08 22:40:00,0.0,93,381.96,23,358.96
2023-01-08 22:45:00,0.0,93,350.13,-22,372.13
2023-01-08 22:50:00,0.0,93,350.13,-9,359.13
2023-01-08 22:55:00,0.0,93,350.13,-26,376.13
2023-01-08 23:00:00,0.0,93,350.13,-23,373.13
2023-01-08 23:05:00,0.0,92,318.4,-16,334.4
2023-01-08 23:10:00,0.0,92,318.5,9,309.5
2023-01-08 23:15:00,0.0,92,318.6,19,299.6
2023-01-08 23:20:00,0.0,92,286.74,-16,302.74
2023-01-08 23:25:00,0.0,92,223.16,6,217.16
2023-01-08 23:30:00,0.0,92,223.23,12,211.23
2023-01-08 23:35:00,0.0,92,223.23,6,217.23
2023-01-08 23:40:00,0.0,92,255.12,9,246.12
2023-01-08 23:45:00,0.0,92,223.23,-10,233.23
2023-01-08 23:50:00,0.0,92,223.23,-8,231.23
2023-01-08 23:55:00,0.0,92,223.23,-8,231.23
2023-01-09 00:00:00,0.0,92,191.34,-20,211.34
2023-01-09 00:05:00,0.0,92,318.7,8,310.7
2023-01-09 00:10:00,0.0,92,286.74,13,273.74
2023-01-09 00:15:00,0.0,92,286.74,-14,300.74
2023-01-09 00:20:00,0.0,91,286.74,-10,296.74
2023-01-09 00:25:00,0.0,91,286.74,-6,292.74
2023-01-09 00:30:00,0.0,91,318.6,-14,332.6
2023-01-09 00:35:00,0.0,91,286.65,-16,302.65
2023-01-09 00:40:00,0.0,91,318.5,18,300.5
2023-01-09 00:45:00,0.0,91,286.65,12,274.65
2023-01-09 00:50:00,0.0,90,286.65,17,269.65
2023-01-09 00:55:00,0.0,90,286.65,-15,301.65
2023-01-09 01:00:00,0.0,90,318.5,3,315.5
2023-01-09 01:05:00,0.0,90,318.5,-10,328.5
2023-01-09 01:10:00,0.0,90,286.65,-6,292.65
2023-01-09 01:15:00,0.0,90,286.65,-16,302.65
2023-01-09 01:20:00,0.0,90,318.5,17,301.5
2023-01-09 01:25:00,0.0,90,318.5,25,293.5
2023-01-09 01:30:00,0.0,90,318.5,15,303.5
2023-01-09 01:35:00,0.0,90,318.5,8,310.5
2023-01-09 01:40:00,0.0,89,318.5,24,294.5
2023-01-09 01:45:00,0.0,89,318.4,12,306.4
2023-01-09 01:50:00,0.0,89,381.72,-29,410.72
2023-01-09 01:55:00,0.0,89,381.6,14,367.6
2023-01-09 02:00:00,0.0,88,381.6,12,369.6
2023-01-09 02:05:00,0.0,88,381.6,24,357.6
2023-01-09 02:10:00,0.0,88,381.6,11,370.6
2023-01-09 02:15:00,0.0,88,381.6,6,375.6
2023-01-09 02:20:00,0.0,88,349.8,-10,359.8
2023-01-09 02:25:00,0.0,88,381.6,-9,390.6
2023-01-09 02:30:00,0.0,87,349.8,-3,352.8
2023-01-09 02:35:00,0.0,87,349.8,13,336.8
2023-01-09 02:40:00,0.0,87,349.8,-7,356.8
2023-01-09 02:45:00,0.0,86,349.8,19,330.8
2023-01-09 02:50:00,0.0,86,349.8,27,322.8
2023-01-09 02:55:00,0.0,86,349.8,15,334.8
2023-01-09 03:00:00,0.0,86,381.6,19,362.6
2023-01-09 03:05:00,0.0,86,349.8,-16,365.8
2023-01-09 03:10:00,0.0,86,286.29,18,268.29
2023-01-09 03:15:00,0.0,86,286.38,-8,294.38
2023-01-09 03:20:00,0.0,85,286.47,11,275.47
2023-01-09 03:25:00,0.0,85,286.47,-14,300.47
2023-01-09 03:30:00,0.0,85,286.47,26,260.47
2023-01-09 03:35:00,0.0,85,318.3,16,302.3
2023-01-09 03:40:00,0.0,85,318.3,31,287.3
2023-01-09 03:45:00,0.0,85,318.3,14,304.3
2023-01-09 03:50:00,0.0,84,286.47,-13,299.47
2023-01-09 03:55:00,0.0,84,318.3,19,299.3
2023-01-09 04:00:00,0.0,84,286.47,-15,301.47
2023-01-09 04:05:00,0.0,84,286.47,-7,293.47
2023-01-09 04:10:00,0.0,84,286.47,-16,302.47
2023-01-09 04:15:00,0.0,84,318.3,16,302.3
2023-01-09 04:20:00,0.0,83,286.47,-15,301.47
2023-01-09 04:25:00,0.0,83,318.3,33,285.3
2023-01-09 04:30:00,0.0,83,286.47,-15,301.47
2023-01-09 04:35:00,0.0,83,286.38,-14,300.38
2023-01-09 04:40:00,0.0,83,286.38,-12,298.38
2023-01-09 04:45:00,0.0,83,318.2,18,300.2
2023-01-09 04:50:00,0.0,83,318.2,13,305.2
2023-01-09 04:55:00,0.0,83,318.2,23,295.2
2023-01-09 05:00:00,0.0,83,286.38,18,268.38
2023-01-09 05:05:00,0.0,82,318.2,-10,328.2
2023-01-09 05:10:00,0.0,82,318.2,-14,332.2
2023-01-09 05:15:00,0.0,82,318.1,22,296.1
2023-01-09 05:20:00,0.0,82,286.38,-15,301.38
2023-01-09 05:25:00,0.0,82,286.38,-17,303.38
2023-01-09 05:30:00,0.0,82,254.64,15,239.64
2023-01-09 05:35:00,0.0,82,222.81,-23,245.81
2023-01-09 05:40:00,0.0,82,572.22,-11,583.22
2023-01-09 05:45:00,0.0,82,254.08,6,248.08
2023-01-09 05:50:00,0.0,82,222.74,6,216.74
2023-01-09 05:55:00,0.0,81,286.29,-8,294.29
2023-01-09 06:00:00,0.0,81,317.9,-17,334.9
2023-01-09 06:05:00,0.0,81,349.69,10,339.69
2023-01-09 06:10:00,0.0,81,318.0,12,306.0
2023-01-09 06:15:00,0.0,81,286.29,8,278.29
2023-01-09 06:20:00,0.0,81,317.9,-16,333.9
2023-01-09 06:25:00,0.0,81,317.9,-21,338.9
2023-01-09 06:30:00,0.0,80,317.9,-21,338.9
2023-01-09 06:35:00,0.0,80,286.2,-7,293.2
2023-01-09 06:40:00,0.0,80,254.48,16,238.48
2023-01-09 06:45:00,42.41,80,127.4,-3,172.81
2023-01-09 06:50:00,52.85,80,127.52,117,63.37
2023-01-09 06:55:00,0.0,80,95.7,57,38.7
2023-01-09 07:00:00,310.77,80,-160.05,0,150.72
2023-01-09 07:05:00,512.25,80,-353.76,-4,162.49
2023-01-09 07:10:00,410.88,80,-289.8,18,103.08
2023-01-09 07:15:00,377.6,80,-290.07,4,83.53
2023-01-09 07:20:00,297.3,81,-322.6,2,0.0
2023-01-09 07:25:00,308.16,81,-322.6,-28,13.56
2023-01-09 07:30:00,356.76,82,-387.72,-5,0.0
2023-01-09 07:35:00,492.1,82,-517.44,15,0.0
2023-01-09 07:40:00,516.05,82,-550.12,14,0.0
2023-01-09 07:45:00,522.05,82,-550.12,9,0.0
2023-01-09 07:50:00,417.76,83,-452.62,20,0.0
2023-01-09 07:55:00,619.32,84,-647.2,16,0.0
2023-01-09 08:00:00,913.05,84,-908.04,1,4.01
2023-01-09 08:05:00,1272.12,86,-1267.11,21,0.0
2023-01-09 08:10:00,1249.68,86,-1299.6,7,0.0
2023-01-09 08:15:00,1136.19,87,-1168.2,4,0.0
2023-01-09 08:20:00,1233.72,88,-1299.2,-36,0.0
2023-01-09 08:25:00,1207.44,89,-1266.72,4,0.0
2023-01-09 08:30:00,1171.5,90,-1299.2,17,0.0
2023-01-09 08:35:00,1227.89,91,-1332.5,2,0.0
2023-01-09 08:40:00,1211.69,92,-1398.36,-5,0.0
2023-01-09 08:45:00,732.69,93,-842.66,-2,0.0
2023-01-09 08:50:00,1069.0,93,-1235.76,-4,0.0
2023-01-09 08:55:00,1196.13,94,-1302.0,0,0.0
2023-01-09 09:00:00,1232.19,95,-1370.88,0,0.0
2023-01-09 09:05:00,1257.12,95,-1371.3,-14,0.0
2023-01-09 09:10:00,1130.03,97,-1241.84,-6,0.0
2023-01-09 09:15:00,1108.26,99,-1213.23,-15,0.0
2023-01-09 09:20:00,1417.93,99,-1427.6,27,0.0
2023-01-09 09:25:00,1822.74,100,97.02,2008,0.0
2023-01-09 09:30:00,2216.34,100,64.4,2413,0.0
2023-01-09 09:35:00,2453.52,100,64.32,2577,0.0
2023-01-09 09:40:00,2178.19,100,96.45,2361,0.0
2023-01-09 09:45:00,1382.06,100,64.26,1614,0.0
2023-01-09 09:50:00,1707.36,100,96.36,1876,0.0
2023-01-09 09:55:00,1521.23,100,96.3,1582,35.53
2023-01-09 10:00:00,1535.72,100,96.3,1636,0.0
2023-01-09 10:05:00,1263.41,100,96.3,1356,3.71
2023-01-09 10:10:00,1031.4,100,64.18,1132,0.0
2023-01-09 10:15:00,1080.86,100,96.27,1182,0.0
2023-01-09 10:20:00,1322.95,100,64.16,1413,0.0
2023-01-09 10:25:00,1626.02,100,64.16,1739,0.0
2023-01-09 10:30:00,1617.17,100,96.24,1673,40.41
2023-01-09 10:35:00,1637.1,100,64.16,1755,0.0
2023-01-09 10:40:00,1583.29,100,96.24,1590,89.53
2023-01-09 10:45:00,1146.42,100,96.24,1220,22.66
2023-01-09 10:50:00,888.52,100,64.14,991,0.0
2023-01-09 10:55:00,935.73,100,64.14,1064,0.0
2023-01-09 11:00:00,1863.51,100,64.14,2000,0.0
2023-01-09 11:05:00,2505.58,100,64.14,2602,0.0
2023-01-09 11:10:00,2406.0,100,64.14,2519,0.0
2023-01-09 11:15:00,2783.42,100,96.21,2905,0.0
2023-01-09 11:20:00,3253.64,100,96.21,3509,0.0
2023-01-09 11:25:00,2986.48,100,96.21,3189,0.0
2023-01-09 11:30:00,980.48,100,96.18,1129,0.0
2023-01-09 11:35:00,702.94,100,96.18,858,0.0
2023-01-09 11:40:00,991.61,100,96.18,1170,0.0
2023-01-09 11:45:00,1092.72,100,64.12,1240,0.0
2023-01-09 11:50:00,1148.29,100,96.18,1345,0.0
2023-01-09 11:55:00,1500.45,100,96.18,1667,0.0
2023-01-09 12:00:00,2775.66,100,64.12,2949,0.0
2023-01-09 12:05:00,2902.22,100,64.12,3074,0.0
2023-01-09 12:10:00,2346.67,100,64.12,2531,0.0
2023-01-09 12:15:00,3671.73,100,96.18,3913,0.0
2023-01-09 12:20:00,2139.15,100,64.12,2253,0.0
2023-01-09 12:25:00,2506.8,100,64.1,2663,0.0
2023-01-09 12:30:00,3672.82,100,64.1,3848,0.0
2023-01-09 12:35:00,3929.02,100,64.1,4098,0.0
2023-01-09 12:40:00,8267.52,100,64.1,7102,1229.62
2023-01-09 12:45:00,5816.1,100,64.1,6005,0.0
2023-01-09 12:50:00,6492.64,100,64.1,7981,0.0
2023-01-09 12:55:00,4262.77,100,64.1,4420,0.0
2023-01-09 13:00:00,12051.66,100,64.1,11889,226.76
2023-01-09 13:05:00,6956.3,100,96.15,7077,0.0
2023-01-09 13:10:00,8444.15,100,64.1,8395,113.25
2023-01-09 13:15:00,6037.44,100,96.15,6050,83.59
2023-01-09 13:20:00,12329.6,100,96.15,12262,163.75
2023-01-09 13:25:00,14477.36,100,96.15,14046,527.51
2023-01-09 13:30:00,13915.05,100,128.2,14340,0.0
2023-01-09 13:35:00,12510.57,100,128.2,12430,208.77
2023-01-09 13:40:00,7897.47,100,128.2,8024,1.67
2023-01-09 13:45:00,6864.56,100,128.16,7080,0.0
2023-01-09 13:50:00,6545.2,100,160.2,6720,0.0
2023-01-09 13:55:00,11270.08,100,96.12,11288,78.2
2023-01-09 14:00:00,9432.21,100,128.16,8062,1498.37
2023-01-09 14:05:00,12990.3,100,128.16,12756,362.46
2023-01-09 14:10:00,10492.28,100,128.16,10424,196.44
2023-01-09 14:15:00,10644.52,100,128.16,10499,273.68
2023-01-09 14:20:00,5810.76,100,128.16,5817,121.92
2023-01-09 14:25:00,5727.27,100,128.16,5730,125.43
2023-01-09 14:30:00,4848.52,100,128.16,4863,113.68
2023-01-09 14:35:00,4810.61,100,128.16,4822,116.77
2023-01-09 14:40:00,4393.5,100,128.16,4421,100.66
2023-01-09 14:45:00,2993.75,100,96.12,2976,113.87
2023-01-09 14:50:00,3153.65,100,96.12,3106,143.77
2023-01-09 14:55:00,3088.5,100,128.16,3023,193.66
2023-01-09 15:00:00,2354.12,100,96.12,2364,86.24
2023-01-09 15:05:00,2505.0,100,96.12,2432,169.12
2023-01-09 15:10:00,2638.01,100,96.12,2622,112.13
2023-01-09 15:15:00,1932.21,100,96.12,1973,55.33
2023-01-09 15:20:00,1179.5,100,96.12,1214,61.62
2023-01-09 15:25:00,969.88,100,96.12,995,71.0
2023-01-09 15:30:00,964.67,100,96.09,1111,0.0
2023-01-09 15:35:00,1101.21,100,96.09,1236,0.0
2023-01-09 15:40:00,1233.72,100,96.09,1335,0.0
2023-01-09 15:45:00,1125.3,100,96.09,1221,0.39
2023-01-09 15:50:00,977.27,100,96.09,1119,0.0
2023-01-09 15:55:00,1016.89,100,96.09,1124,0.0
2023-01-09 16:00:00,851.87,100,96.09,961,0.0
2023-01-09 16:05:00,457.07,100,64.06,599,0.0
2023-01-09 16:10:00,305.76,100,96.09,453,0.0
2023-01-09 16:15:00,297.78,100,64.06,400,0.0
2023-01-09 16:20:00,198.4,100,64.06,300,0.0
2023-01-09 16:25:00,96.86,100,64.06,231,0.0
2023-01-09 16:30:00,0.0,100,64.06,-43,107.06
2023-01-09 16:35:00,0.0,100,64.06,-90,154.06
2023-01-09 16:40:00,0.0,100,64.06,-122,186.06
2023-01-09 16:45:00,144.7,100,64.06,253,0.0
2023-01-09 16:50:00,234.63,100,64.06,370,0.0
2023-01-09 16:55:00,49.41,100,32.03,273,0.0
2023-01-09 17:00:00,98.57,100,64.06,337,0.0
2023-01-09 17:05:00,251.1,100,64.06,541,0.0
2023-01-09 17:10:00,452.42,100,64.06,650,0.0
2023-01-09 17:15:00,248.57,100,64.06,496,0.0
2023-01-09 17:20:00,249.92,100,64.06,516,0.0
2023-01-09 17:25:00,204.6,100,64.06,458,0.0
2023-01-09 17:30:00,206.82,100,64.06,459,0.0
2023-01-09 17:35:00,149.64,100,64.06,368,0.0
2023-01-09 17:40:00,150.93,100,64.06,442,0.0
2023-01-09 17:45:00,255.56,100,32.03,474,0.0
2023-01-09 17:50:00,249.98,100,64.06,484,0.0
2023-01-09 17:55:00,100.74,100,64.06,396,0.0
2023-01-09 18:00:00,0.0,100,64.06,191,0.0
2023-01-09 18:05:00,0.0,100,64.06,-30,94.06
2023-01-09 18:10:00,0.0,100,96.09,92,4.09
2023-01-09 18:15:00,0.0,100,96.09,-40,136.09
2023-01-09 18:20:00,0.0,100,96.09,-132,228.09
2023-01-09 18:25:00,0.0,100,318.8,33,285.8
2023-01-09 18:30:00,0.0,100,286.92,-23,309.92
2023-01-09 18:35:00,0.0,100,254.88,-15,269.88
2023-01-09 18:40:00,0.0,99,286.56,-13,299.56
2023-01-09 18:45:00,0.0,99,318.4,10,308.4
2023-01-09 18:50:00,0.0,99,318.4,25,293.4
2023-01-09 18:55:00,0.0,99,318.4,-18,336.4
2023-01-09 19:00:00,0.0,99,286.56,24,262.56
2023-01-09 19:05:00,0.0,99,318.4,21,297.4
2023-01-09 19:10:00,0.0,99,318.4,-15,333.4
2023-01-09 19:15:00,0.0,98,350.13,15,335.13
2023-01-09 19:20:00,0.0,98,318.3,12,306.3
2023-01-09 19:25:00,0.0,98,350.24,28,322.24
2023-01-09 19:30:00,0.0,97,350.24,10,340.24
2023-01-09 19:35:00,0.0,97,254.8,-18,272.8
2023-01-09 19:40:00,0.0,97,286.74,22,264.74
2023-01-09 19:45:00,0.0,97,286.83,13,273.83
2023-01-09 19:50:00,0.0,97,286.83,8,278.83
2023-01-09 19:55:00,0.0,97,254.96,16,238.96
2023-01-09 20:00:00,0.0,96,286.83,-18,304.83
2023-01-09 20:05:00,0.0,96,286.83,29,257.83
2023-01-09 20:10:00,0.0,96,286.83,-15,301.83
2023-01-09 20:15:00,0.0,96,318.7,30,288.7
2023-01-09 20:20:00,0.0,96,286.74,-26,312.74
2023-01-09 20:25:00,0.0,95,318.7,10,308.7
2023-01-09 20:30:00,0.0,95,286.83,15,271.83
2023-01-09 20:35:00,0.0,95,286.83,-15,301.83
2023-01-09 20:40:00,0.0,95,254.96,-15,269.96
2023-01-09 20:45:00,0.0,95,286.83,-11,297.83
2023-01-09 20:50:00,0.0,95,286.83,-13,299.83
2023-01-09 20:55:00,0.0,95,286.74,9,277.74
2023-01-09 21:00:00,0.0,95,286.74,15,271.74
2023-01-09 21:05:00,0.0,95,286.74,-11,297.74
2023-01-09 21:10:00,0.0,94,318.6,24,294.6
2023-01-09 21:15:00,0.0,94,286.74,12,274.74
2023-01-09 21:20:00,0.0,94,540.6,-11,551.6
2023-01-09 21:25:00,0.0,94,286.65,9,277.65
2023-01-09 21:30:00,0.0,94,286.65,-7,293.65
2023-01-09 21:35:00,0.0,93,286.74,-18,304.74
2023-01-09 21:40:00,0.0,93,318.6,10,308.6
2023-01-09 21:45:00,0.0,93,286.74,21,265.74
2023-01-09 21:50:00,0.0,93,286.74,-16,302.74
2023-01-09 21:55:00,0.0,93,286.74,-16,302.74
2023-01-09 22:00:00,0.0,93,318.6,8,310.6
2023-01-09 22:05:00,0.0,93,318.5,21,297.5
2023-01-09 22:10:00,0.0,93,286.65,23,263.65
2023-01-09 22:15:00,0.0,93,318.5,-5,323.5
2023-01-09 22:20:00,0.0,92,381.96,21,360.96
2023-01-09 22:25:00,0.0,92,413.66,14,399.66
2023-01-09 22:30:00,0.0,92,381.72,-18,399.72
2023-01-09 22:35:00,0.0,91,381.72,-25,406.72
2023-01-09 22:40:00,0.0,91,413.53,28,385.53
2023-01-09 22:45:00,0.0,91,413.53,30,383.53
2023-01-09 22:50:00,0.0,91,318.3,15,303.3
2023-01-09 22:55:00,0.0,91,318.4,-14,332.4
2023-01-09 23:00:00,0.0,91,350.24,26,324.24
2023-01-09 23:05:00,0.0,91,318.4,27,291.4
2023-01-09 23:10:00,0.0,90,350.24,17,333.24
2023-01-09 23:15:00,0.0,90,318.4,14,304.4
2023-01-09 23:20:00,0.0,90,318.4,-18,336.4
2023-01-09 23:25:00,0.0,90,286.56,-33,319.56
2023-01-09 23:30:00,0.0,90,413.92,38,375.92
2023-01-09 23:35:00,0.0,90,381.84,24,357.84
2023-01-09 23:40:00,0.0,89,318.4,-9,327.4
